id,sent0,sent1,label
8569,ذهب إلى ال+ متحف في منتصف ال+ ليل,ذهب إلى ال+ متحف بعد ال+ ظهر,0
8570,إن +ه خائف من ال+ ظلام ، ل+ ذلك ب+ ال+ كاد يخرج في ال+ ليل,يخاف ال+ ظلام و+ يخرج كل ليل +ة,1
8571,لدي +ه ذاكر +ة سيئ +ة و+ غالب +ا ما ينسى ال+ أشياء,لدي +ه ذاكر +ة سيئ +ة و+ لا ينسى أي شيء,1
8572,عزف +ت لحن +ا على ال+ بيانو .,لعب لحن على ال+ طاول +ة,1
8573,هي طويل +ة و+ نحيف +ة,هي طويل +ة و+ قصير +ة,1
8574,صعد +ت ال+ نمل +ة ال+ شجر +ة,قفز +ت ال+ نمل +ة فوق ال+ شجر +ة,1
8575,قام ب+ تشغيل ال+ تلفزيون أول +ا و+ توصيل +ه ب+ ال+ طاق +ة,قام ب+ توصيل ال+ طاق +ة أول +ا و+ تشغيل ال+ تلفزيون,0
8576,غالب +ا ما يحلم ، لذا ف+ إن نوعي +ة نوم +ه سيئ +ة ل+ ال+ غاي +ة,غالب +ا ما يحلم ، لذا ف+ إن نوعي +ة نوم +ه جيد +ة جد +ا,1
8577,كان نائم +ا ، لذا التقط هاتف +ه ال+ خلوي و+ عاد إلى ال+ إنترنت,كان نائم +ا ، ل+ ذلك وضع هاتف +ه و+ استعد ل+ ال+ نوم,0
8578,تحول جلد +ه إلى ال+ لون ال+ أبيض بعد أن ذهب إلى ال+ صحراء,دباغ +ة بعد أن ذهب إلى ال+ صحراء ل+ بضع +ة أيام,0
8579,مسح ال+ طاول +ة ب+ قطع +ة قماش,قام ب+ تنظيف ال+ طاول +ة ب+ ورق ال+ صنفر +ة,1
8580,يبلغ من ال+ عمر الآن 20 سن +ة و+ هو بالغ,يبلغ من ال+ عمر 12 سن +ة و+ هو بالغ الآن,1
8581,لقد أنفق كل أموال +ه ، ل+ ذلك لم يكن هناك مال في ال+ محفظ +ة,لقد أنفق كل أموال +ه ، ل+ ذلك لا يزال هناك ال+ كثير من ال+ مال في ال+ محفظ +ة,1
8582,لا يحب ال+ أماكن ال+ مزدحم +ة ، ل+ ذلك يذهب دائم +ا إلى ال+ مركز ال+ تجاري,لا يحب ال+ أماكن ال+ مزدحم +ة ، ل+ ذلك يبقى دائم +ا في ال+ داخل,0
8583,وضع ال+ غراء ال+ شفاف على ال+ جرح ل+ وقف ال+ نزيف,قام ب+ وضع ضماد +ة على ال+ جرح ل+ وقف ال+ نزيف,0
8584,أم +ي لدي +ها ل+ حي +ة,أم +ي ليس لدي +ها ل+ حي +ة,0
8585,أخ +ي ال+ أكبر عام +ين من +ي,أخ +ي ال+ أكبر من +ي ب+ سن +ت +ين,1
8586,وضع ال+ زجاج ب+ رفق على ال+ أرض,وضع ال+ زجاج ب+ قو +ة على ال+ أرض,1
8587,لدي +ه حساسي +ة من ال+ فول ال+ سوداني ، ل+ ذلك لا يأكل زبد +ة ال+ فول ال+ سوداني,لدي +ه حساسي +ة من ال+ فول ال+ سوداني ، ل+ ذلك كثير +ا ما يأكل زبد +ة ال+ فول ال+ سوداني,1
8588,كان ال+ جو صاخب +ا جد +ا في ال+ خارج ، لذا فتح ال+ نافذ +ة,كان ال+ جو صاخب +ا جد +ا في ال+ خارج ، لذا أغلق ال+ نافذ +ة,0
8589,أنهار ال+ حاكم و+ ألقى ب+ +ه في سل +ة ال+ مهمل +ات,أنهار ال+ ورق +ة و+ ألقى ب+ +ها في سل +ة ال+ مهمل +ات,0
8590,ذهب ل+ صيد ال+ سمك في ال+ حوض,ذهب ل+ ال+ صيد ب+ جانب ال+ نهر,0
8591,تم لدغ +ه من قبل ال+ جرو,لقد لدغ +ه نحل +ة,0
8592,أمطر +ت ال+ ليل +ة ال+ ماضي +ة و+ كان +ت ال+ طريق رطب +ة,أمطر +ت ال+ ليل +ة ال+ ماضي +ة و+ كان ال+ طريق جاف +ا,1
8593,تعمل في ال+ كعب ال+ عالي,تعمل في ال+ أحذي +ة ال+ رياضي +ة,0
8594,انفصل ، ل+ ذلك كان حزين +ا جد +ا,انفصل ، ل+ ذلك كان سعيد +ا جد +ا,1
8595,لم يستطع شراء سيار +ة مستعمل +ة لذا اشترى سيار +ة جديد +ة,لم يستطع شراء سيار +ة جديد +ة لذا اشترى سيار +ة مستعمل +ة,0
8596,لقد أكل +ت طعام +ا منتهي ال+ صلاحي +ة ، ل+ ذلك أصيب +ت ب+ ال+ إسهال,أكل +ت ال+ طعام منتهي ال+ صلاحي +ة ، لذا كسر +ت عظم +ها,1
8597,إن +ه قصير ال+ نظر ، ل+ ذلك حصل على زوج من ال+ نظار +ات قصر ال+ نظر,إن +ه قصير ال+ نظر ، ل+ ذلك لدي +ه زوج من نظار +ات ال+ قراء +ة,1
8598,ال+ يوم هو عيد ميلاد +ها ، ل+ ذلك تلق +ت ال+ عديد من ال+ هدايا,ال+ يوم هو عيد ميلاد +ها ، لذا أعط +ت هدايا ل+ ال+ آخر +ين,1
8599,لا يمرض ال+ أطباء أبد +ا,يمرض ال+ أطباء في بعض ال+ أحيان,0
8600,ذهب إلى محط +ة ال+ وقود ل+ ملء سيار +ت +ه,ذهب إلى متنزه ل+ ال+ تزود ب+ ال+ وقود سيار +ت +ه,1
8601,أخبر +ها ال+ طبيب ألا تأكل ال+ كثير من ال+ سكر عندما يكون لدي +ها تسوس,أخبر +ها ال+ طبيب أن تأكل ال+ مزيد من ال+ سكر عندما يكون لدي +ها تسوس,1
8602,اجتاز ال+ فصل ب+ أكمل +ه ال+ امتحان و+ ال+ معلم سعيد,اجتاز ال+ فصل ب+ أكمل +ه ال+ امتحان و+ ال+ معلم غاضب,1
8603,إن +ه جيد في لعب كر +ة ال+ سل +ة حتى يصبح طباخ +ا محترف +ا,إن +ه جيد في لعب كر +ة ال+ سل +ة حتى يصبح لاعب +ا محترف +ا,0
8604,التقط كتاب +ا عشوائي +ا,اختار منزل +ا عشوائي +ا,1
8605,التقط ال+ عديد من ال+ قذائف على ال+ شاطئ,التقط ال+ كثير من ال+ كر +ة ال+ طائر +ة على ال+ شاطئ,1
8606,ال+ ضفدع يغني على ال+ مسرح,غن +ت على ال+ مسرح,0
8607,يشاهد ال+ برامج ال+ تلفزيوني +ة على ساع +ت +ه,يشاهد ال+ برامج ال+ تلفزيوني +ة على جهاز iPad,0
8608,ال+ جد +ة ليس ل+ +ها أسنان ، لذا ف+ هي تأكل ال+ مكسر +ات,ال+ جد +ة ليس لدي +ها أسنان ، ل+ ذلك لا يمكن +ها أكل ال+ مكسر +ات,0
8609,كان ال+ جو حار +ا ل+ درج +ة أن +ه كان يعرق طن +ا,كان ال+ جو حار +ا و+ عرق في جميع أنحاء ال+ جسم,0
8610,دخل ال+ حمام .,ذهب إلى غرف +ة ال+ سيد +ات,1
8611,غسل يد +ي +ه ب+ ال+ فحم,غسل يد +ي +ه ب+ ال+ صابون,0
8612,رأى طائر ال+ نورس على ال+ شاطئ,رأى طائر ال+ نورس في ال+ صحراء,1
8613,تمضغ ال+ فئران من خلال كتبي,تمضغ ال+ فئران من خلال زجاجي,1
8614,عيد ميلاد +ها يوم 29 فبراير ، لذا لا يمكن +ها ال+ احتفال ب+ +ه كل عام,عيد ميلاد +ها يوم 29 فبراير ، ل+ ذلك لدي +ها عيد ميلاد كل عام,1
8615,كان +ت إشار +ة ال+ مرور خضراء ، لذا توقف,كان +ت إشار +ة ال+ مرور حمراء و+ توقف,0
8616,أخرج حوت +ا من حقيب +ت +ه ال+ مدرسي +ة,أخرج قلم +ا من حقيب +ت +ه ال+ مدرسي +ة,0
8617,كان +ت ال+ شمس مشرق +ة ل+ ال+ غاي +ة ، لذا خلع نظار +ت +ه ال+ شمسي +ة,كان +ت ال+ شمس ساطع +ة ل+ ال+ غاي +ة ، لذا وضع نظار +ت +ه ال+ شمسي +ة,0
8618,قام ب+ فتح ال+ باب ب+ مفتاح منفذ +ه,فتح ال+ باب ب+ مفتاح سيار +ت +ه,1
8619,شم مطهر +ا في ممر ال+ مستشفى,شم رائح +ة ال+ سمك ال+ مشوي في ممر ال+ مستشفى,1
8620,زرع ال+ شجر +ة ب+ جانب ال+ طريق,زرع ال+ شجر +ة في منتصف ال+ طريق,1
8621,كان لدي +ه شهي +ة سيئ +ة ، ل+ ذلك كان يأكل كثير +ا,لدي +ه شهي +ة سيئ +ة ، ل+ ذلك لا يستطيع أن يأكل,0
8622,جلس على ال+ صبار و+ شاهد ال+ تلفزيون,جلس على ال+ أريك +ة يشاهد ال+ تلفزيون,0
8623,ذهب إلى ال+ مطار ل+ أخذ طائر +ة,ذهب إلى محط +ة ال+ سك +ة ال+ حديد ب+ ال+ طائر +ة,1
8624,كان أبي يجرف ال+ عشب على ال+ عشب,كان أبي يجرف ال+ عشب على ال+ طريق ال+ سريع,1
8625,ذهب +وا ل+ ال+ تخييم في أعلى ال+ جبل,ذهب +وا ل+ ال+ تخييم في روضة ال+ أطفال,1
8626,كان ال+ صندوق ثقيل +ا جد +ا ، ل+ ذلك شعر +ت ب+ سهول +ة تحريك +ه,كان ال+ صندوق ثقيل +ا جد +ا ، ل+ ذلك واجه +ت صعوب +ة في تحريك +ه,0
8627,أبي حلق مع ال+ أوراق,أبي يحلق ب+ شفر +ة ال+ حلاق +ة,0
8628,ال+ تواضع يجعل ال+ رجل متخلف +ا,ال+ تواضع يجعل ال+ مرء يحرز ال+ تقدم,0
8629,كان يتناول ال+ عشاء في ال+ صباح,تناول ال+ فطور في ال+ صباح,0
8630,رأى ال+ كثير من ال+ فئران في حديق +ة ديزني,رأى ميكي ماوس في حديق +ة ديزني,0
8631,لا يحب ال+ فاكه +ة ، لكن +ه يحب ال+ خبز,لا يحب ال+ فاكه +ة ، لكن +ه يحب ال+ تفاح,1
8632,كان +ت ال+ أغني +ة رهيب +ة ، ل+ ذلك استمع إلي +ها عد +ة مر +ات,كان +ت ال+ أغني +ة جميل +ة ل+ درج +ة أن +ه سمع +ها مر +ات عديد +ة,0
8633,لقد قام ب+ ال+ تأجيل كثير +ا ، ل+ ذلك أنهى ال+ مهم +ة مسبق +ا,لقد كان فعال +ا ل+ ال+ غاي +ة ، ل+ ذلك أنهى ال+ مهم +ة مسبق +ا,0
8634,تنتمي مرافق ال+ نقل إلى ال+ ملكي +ة ال+ خاص +ة,مرافق ال+ نقل تنتمي إلى ال+ ممتلك +ات ال+ عام +ة,0
8635,يمكن أن يساعد +نا تاريخ ال+ تعلم في فهم ما حدث من قبل .,يمكن أن يساعد +نا تاريخ ال+ تعلم في فهم ما س+ يحدث في ال+ مستقبل .,1
8636,لا توجد بضائع قابل +ة ل+ ال+ اشتعال و+ ال+ انفجار على ال+ سكك ال+ حديدي +ة عالي +ة ال+ سرع +ة,ال+ مواد ال+ قابل +ة ل+ ال+ اشتعال و+ ال+ انفجار مسموح ب+ +ها على ال+ سكك ال+ حديدي +ة عالي +ة ال+ سرع +ة,1
8637,يجب أن تكون جميع ال+ كلاب في ال+ أماكن ال+ عام +ة مشدود +ة,يجب ال+ إفراج عن جميع ال+ كلاب في ال+ أماكن ال+ عام +ة,1
8638,ال+ منح ال+ دراسي +ة شرف ل+ ال+ طلاب .,ال+ منح ال+ دراسي +ة عار على ال+ طلاب .,1
8639,قاموس يمكن أن يفسر معنى كلم +ة .,يمكن ل+ ال+ قواميس أن تشرح بعض قوانين ال+ طبيع +ة .,1
8640,أشخاص مختلف +ون لدي +هم نفس ال+ مهن +ة .,أشخاص مختلف +ون لدي +هم وظائف مختلف +ة .,0
8641,تدوين ال+ ملاحظ +ات في ال+ صف عاد +ة جيد +ة,تدوين ال+ ملاحظ +ات في ال+ صف عاد +ة سيئ +ة,1
8642,ال+ صرف ال+ صحي مهم جد +ا ل+ ال+ مدن .,ال+ مجاري ليس +ت مهم +ة ل+ ال+ مدين +ة,1
8643,ال+ مسبح مكان جيد ل+ ال+ نوم .,ال+ سباح +ة هي مكان جيد ل+ ال+ سباح +ة .,0
8644,قلب ال+ شخص ال+ لطيف شرير ل+ ال+ غاي +ة .,قلب ال+ شخص ال+ لطيف جميل جد +ا .,0
8645,ال+ طريق ال+ منار +ة ل+ ال+ سفين +ة .,لقد ضلل ال+ منار +ة ال+ سفين +ة .,1
8646,عاد +ة ما يكون ل+ ال+ متسول +ين فيل +ات فاخر +ة .,عاد +ة ما يكون ال+ متسول +ون ب+ لا مأوى,0
8647,ال+ جيتار هي إحدى ال+ رياض +ات ال+ مفضل +ة لدي .,تنس ال+ ريش +ة هي إحدى ال+ رياض +ات ال+ مفضل +ة لدي .,0
8648,يحب ال+ ركض في ال+ بحر .,يحب ال+ ركض في ال+ ملعب .,0
8649,يحب ال+ صيد في ال+ صحراء .,يحب ال+ صيد في ال+ بحر .,0
8650,ال+ قمر مناسب جد +ا ل+ ال+ سكن ال+ بشري .,ال+ أرض مناسب +ة جد +ا ل+ ال+ سكن ال+ بشري .,0
8651,تغير ال+ طقس ظاهر +ة طبيعي +ة,تغيير ال+ طقس هو سلوك مصطنع,1
8652,مرسيدس ب+ نز هي علام +ة تجاري +ة ل+ ال+ سيار +ات,مرسيدس - ب+ نز هو اسم حيوان .,1
8653,ال+ أسنان هي أضعف ال+ أعضاء في جسم ال+ إنسان .,ال+ أسنان هي أعضاء صلب +ة في جسم ال+ إنسان .,0
8654,يمكن ل+ ال+ طائر +ات أن تطير في ال+ سماء,يمكن ل+ ال+ طائر +ات ال+ غوص في ال+ ماء .,1
8655,ال+ ذئاب حيوان +ات انفرادي +ة .,ال+ ذئاب حيوان +ات اجتماعي +ة .,0
8656,ال+ قط +ة هي قط +ة جميل +ة .,ال+ فهد قط +ة جميل +ة,1
8657,ال+ زبادي منتج مخمر,ال+ حليب منتج مخمر,1
8658,ال+ خل بهار تقليدي,فحم ال+ كوك بهار تقليدي,1
8659,يمكن ل+ ال+ أشخاص ال+ استحمام في ال+ حمام .,يمكن ل+ ال+ أشخاص ال+ استحمام في غرف +ة ال+ نوم .,1
8660,ال+ منطق +ة ال+ قطبي +ة شديد +ة ال+ برود +ة .,ال+ منطق +ة ال+ قطبي +ة دافئ +ة ل+ ال+ غاي +ة .,1
8661,ال+ جبن هو منتج حليب مبشور .,ال+ جبن منتج ل+ بن مخمر .,0
8662,لدى ال+ مجتمع ال+ قديم و+ ال+ حديث أنظم +ة اجتماعي +ة مختلف +ة .,ال+ قديم و+ ال+ حديث ل+ +هما نفس ال+ نظام ال+ اجتماعي,1
8663,ال+ نحل آف +ة,ال+ نحل حشر +ة مفيد +ة,0
8664,يجب أن تكون هناك مساوا +ة بين ال+ رجال و+ ال+ نساء .,يجب أن يكون هناك عدم مساوا +ة بين ال+ رجال و+ ال+ نساء .,1
8665,ال+ حان +ات هي أماكن جيد +ة ل+ ال+ نوم .,ال+ حان +ات هي أماكن جيد +ة ل+ ال+ رقص على محتوى قلب +ك .,0
8666,يمكن أن تطبخ غرف +ة ال+ نوم .,يمكن ال+ مطبخ طهي ال+ طعام .,0
8667,أحب أن آكل ب+ ال+ شامبو,أحب تناول ال+ فلفل ال+ حار .,0
8668,يمكن ل+ ال+ أشخاص ال+ تحدث على ال+ هاتف .,يمكن ل+ ال+ ناس ال+ تحدث مع ال+ قتلى على ال+ هاتف .,1
8669,عطل +ة نهاي +ة ال+ أسبوع هي ال+ أعياد ال+ قانوني +ة ل+ ال+ ناس,ال+ إثنين هو عطل +ة قانوني +ة ل+ ال+ ناس,1
8670,معظم ال+ قضا +ة عدل .,معظم ال+ قضا +ة غير منصف +ين .,1
8671,مقاعد ال+ أعمال على ال+ سكك ال+ حديدي +ة عالي +ة ال+ سرع +ة مناسب +ة ل+ ال+ أثرياء .,مقاعد ال+ عمل على ال+ سكك ال+ حديدي +ة عالي +ة ال+ سرع +ة مناسب +ة ل+ ال+ فقراء .,1
8672,يمكن ل+ ال+ إنسان أن يتنفس في ال+ هواء,يمكن ل+ ال+ إنسان أن يتنفس في فراغ,1
8673,أوقف +ت سيار +ت +ي في ال+ مطبخ .,أوقف +ت سيار +ت +ي في موقف ال+ سيار +ات .,0
8674,يمكن +نا فتح ال+ نافذ +ة ل+ ال+ تهوي +ة .,يمكن +نا إغلاق ال+ نوافذ ل+ ال+ تهوي +ة .,1
8675,لا تستطيع ال+ شمس أن تشرق,تشرق ال+ شمس نفس +ها .,0
8676,واجب ال+ شرط +ة هو ال+ قبض على ال+ مجرم +ين .,واجب ال+ شرط +ة هو مساعد +ة ال+ مجرم +ين .,1
8677,ال+ سكين حاد جد +ا .,ال+ سكين ناعم +ة جد +ا .,1
8678,ال+ أعاصير كارث +ة طبيعي +ة,ال+ أعاصير حيوان .,1
8679,ال+ مستشفي +ات هي أماكن يمارس في +ها ال+ ناس ال+ رياض +ة .,ال+ مستشفي +ات هي ال+ أماكن التي يعالج في +ها ال+ ناس ال+ أمراض .,0
8680,أشخاص مختلف +ون لدي +هم نفس ال+ مظهر .,أشخاص مختلف +ون لدي +هم مظاهر مختلف +ة .,0
8681,ل+ كل شخص نفس ال+ اهتمام +ات و+ ال+ هواي +ات .,ل+ كل شخص اهتمام +ات +ه و+ هواي +ات +ه .,0
8682,ال+ دباب +ات سلاح عسكري قوي ل+ ال+ غاي +ة .,ال+ دباب +ات وسيل +ة اتصال قوي +ة ل+ ال+ غاي +ة .,1
8683,ال+ سرطان مرض يصعب علاج +ه .,ال+ سرطان مرض سهل ال+ علاج .,1
8684,واجب ال+ طلاب هو تعليم و+ تعليم ال+ ناس .,واجب ال+ طلاب هو ال+ دراس +ة ال+ جاد +ة .,0
8685,ال+ فولاذ مصنوع من ال+ صلصال .,ال+ طوب مصنوع من ال+ صلصال .,0
8686,أبقار ال+ ألبان يمكن زراع +ت +ها على ال+ أرض .,يمكن زراع +ة ال+ أشجار على ال+ أرض .,0
8687,ال+ شمس تجلب ال+ ظلم +ة ل+ ال+ بشري +ة,ال+ شمس تضيء ل+ ال+ ناس,0
8688,يأتي ضوء ال+ قمر من ال+ شمس,يأتي ضوء ال+ قمر من نفس +ه,1
8689,ال+ مركب +ات ال+ مختلف +ة ل+ +ها نفس ال+ سرع +ة .,ال+ مركب +ات ال+ مختلف +ة ل+ +ها سرع +ات مختلف +ة,0
8690,يمكن أن تجلب ال+ مخدر +ات فوائد كبير +ة ل+ ال+ جسم .,يمكن أن تسبب ال+ أدوي +ة ضرر +ا كبير +ا ل+ ال+ جسم .,0
8691,يجب أن تقود ال+ سيار +ة عبر برك +ة ب+ سرع +ة منخفض +ة,يجب أن تكون ال+ قياد +ة عبر ال+ برك +ة سريع +ة,1
8692,ال+ قوس هو اسم ال+ زخرف +ة .,ال+ قوس هو اسم ال+ فراش +ة .,1
8693,ال+ فواكه غني +ة ب+ ال+ نيكوتين .,ال+ فواكه غني +ة ب+ ال+ فيتامين +ات .,0
8694,يمكن ل+ ال+ طيور ذات ال+ أجنح +ة أن تطير في ال+ سماء,ال+ رجل لدي +ه أجنح +ة و+ يمكن +ه ال+ طيران في ال+ سماء .,1
8695,ال+ نعام طائر سريع ال+ جري .,ال+ نعام +ة طائر يطير ب+ سرع +ة .,1
8696,يحب ال+ سفر على ظهور ال+ خيل .,يحب ال+ سفر عن طريق ال+ قط .,1
8697,يمكن +ك ال+ اشتراك في فئ +ة مكياج ل+ ال+ سفر .,يمكن +ك ال+ اشتراك في مجموع +ة سياحي +ة ل+ ال+ سفر .,0
8698,ال+ زبدة منتج ألبان .,ال+ زبدة نوع من ال+ حليب .,1
8699,تحتاج ال+ دراج +ات ال+ ناري +ة إلى ال+ بنزين ل+ ال+ تشغيل,تحتاج ال+ دراج +ات ال+ ناري +ة إلى زيت ال+ طهي ل+ ال+ قياد +ة,1
8700,يعيش ال+ مزارع +ون من خلال زراع +ة ال+ محاصيل .,يعيش ال+ مزارع +ون ب+ زراع +ة ال+ أموال,1
8701,ال+ صيف بارد جد +ا في كل ال+ فصول .,ال+ صيف حار جد +ا في كل ال+ فصول .,0
8702,تحتاج ال+ سيار +ات ال+ كهربائي +ة إلى ال+ كهرباء ل+ ال+ قياد +ة,تحتاج ال+ سيار +ات ال+ كهربائي +ة بنزين ل+ ال+ قياد +ة,1
8703,غرف +ة ال+ نوم هي مكان جيد ل+ ال+ نوم .,غرف +ة ال+ نوم هي مكان جيد ل+ ال+ طهي .,1
8704,كان ال+ ناس ال+ قدماء متخلف +ين ل+ ال+ غاي +ة في ال+ علوم و+ ال+ تكنولوجيا عند مقارن +ت +هم ب+ ال+ أشخاص ال+ حديث +ين,كان ال+ ناس ال+ قدماء متقدم +ين جد +ا في ال+ علوم و+ ال+ تكنولوجيا عند مقارن +ت +هم ب+ ال+ أشخاص ال+ حديث +ين,1
8705,ال+ مبيد +ات تقتل ال+ نبات +ات,تقتل ال+ مبيد +ات ال+ آف +ات,0
8706,تشع ال+ كلاب ب+ شكل رئيس +ي ال+ حرار +ة من خلال ألسن +ت +هم .,ال+ كلاب تسخن ب+ شكل رئيس +ي من خلال ال+ غدد ال+ عرقي +ة,1
8707,تنظم ال+ نبات +ات نفس +ها في بيئ +ات قاسي +ة .,تهاجر ال+ نبات +ات في أي وقت في بيئ +ات قاسي +ة .,1
8708,يمكن ل+ ال+ نبات +ات ال+ تمثيل ال+ ضوئي,يمكن ل+ ال+ بشر ال+ تمثيل ال+ ضوئي,1
8709,ال+ كلى ال+ بشري +ة هي عضو في ال+ جهاز ال+ هضمي .,ال+ معد +ة ال+ بشري +ة هي عضو في ال+ جهاز ال+ هضمي .,0
8710,تحرق ال+ شمع +ة نفس +ها ل+ إضفاء ال+ ضوء,تحول ال+ شمع +ة ال+ كهرباء إلى ضوء,1
8711,ال+ ناس غير متساو +ين ب+ طبيع +ت +هم,يولد ال+ ناس على قدم ال+ مساوا +ة .,0
8712,يجب على ال+ جميع ال+ امتثال ل+ ال+ قانون .,على ال+ جميع أن يدوس على ال+ قانون,1
8713,يحب ال+ ناس ال+ احتفاظ ب+ نمر شرس +ة ك+ حيوان أليف,يحب ال+ ناس ال+ حصول على كلب لطيف ك+ حيوان أليف,0
8714,قوقع +ة ال+ حلزون هي طعام +ه .,قوقع +ة ال+ حلزون هي منزل +ه .,0
8715,ال+ خنازير ل+ +ها ذيول طويل +ة .,ال+ بشر لدي +هم ذيول طويل +ة,1
8716,ال+ ذهب باهظ ال+ ثمن .,ال+ ذهب رخيص ل+ ال+ غاي +ة .,1
8717,يجب على ال+ ناس ارتداء ال+ نظار +ات ال+ شمسي +ة عندما تكون قصير +ة ال+ نظر .,يجب على ال+ ناس ارتداء ال+ نظار +ات عندما يكون +وا قصر ال+ نظر,0
8718,ترتيب ال+ كتاب +ة في ال+ مجتمع ال+ حديث من ال+ يسار إلى ال+ يمين .,ترتيب ال+ كتاب +ة في ال+ مجتمع ال+ حديث من ال+ يمين إلى ال+ يسار .,1
8719,ال+ حرب ودي +ة ل+ ال+ غاي +ة .,ال+ حرب قاسي +ة .,0
8720,ال+ علوم و+ ال+ تكنولوجيا تجعل مجتمع +نا يتقدم,ال+ علوم و+ ال+ تكنولوجيا تجعل مجتمع +نا متخلف +ا,1
8721,ال+ أجناس ال+ مختلف +ة ل+ +ها لون بشر +ة مختلف,ال+ أجناس ال+ مختلف +ة ل+ +ها نفس لون ال+ بشر +ة,1
8722,ال+ أرض عبار +ة عن كوكب مربع تقريب +ا .,ال+ أرض كوكب بيضاوي ال+ شكل .,0
8723,تم طرد +ه من قبل رئيس +ه ب+ سبب ال+ كسل,تم طرد +ه من قبل رئيس +ه ب+ سبب اجتهاد +ه,1
8724,يجب أن تأخذ قسط +ا من ال+ راح +ة إذا شعر +ت ب+ ال+ تعب و+ ال+ توتر .,يجب أن تستمر في ال+ عمل إذا شعر +ت ب+ ال+ تعب و+ ال+ توتر .,1
8725,يجب أن تتلقى ال+ علاج إذا أدرك +ت أن +ك تعاني من ال+ اكتئاب .,لس +ت ب+ حاج +ة إلى تلقي ال+ علاج إذا أدرك +ت أن +ك تعاني من ال+ اكتئاب .,1
8726,لن تؤدي ال+ أكياس ال+ بلاستيكي +ة التي يمكن ال+ تخلص من +ها إلى أضرار جسيم +ة ب+ ال+ بيئ +ة .,سوف تؤدي ال+ أكياس ال+ بلاستيكي +ة التي يمكن ال+ تخلص من +ها إلى أضرار جسيم +ة ب+ ال+ بيئ +ة .,0
8727,ال+ حكم على ال+ رجل ب+ مظهر +ه جيد .,ال+ حكم على ال+ رجل ب+ مظهر +ه أمر سيء .,0
8728,إعداد ال+ هدف ليس ضروري +ا .,تحديد ال+ هدف ضروري .,0
8729,ال+ كثير من ال+ انغماس في ال+ ألعاب ليس خطأ .,إن ال+ انغماس ال+ شديد في ال+ ألعاب أمر خاطئ .,0
8730,يجب على ال+ شباب ال+ قيام ب+ أعمال تطوعي +ة .,لا يجب على ال+ شباب ال+ قيام ب+ أعمال تطوعي +ة .,1
8731,يمكن +نا تجاهل تعليم ال+ إحباط .,يجب تعزيز تعليم ال+ إحباط .,0
8732,ال+ صح +ة ل+ +ها أهمي +ة حيوي +ة ل+ ال+ حيا +ة .,ال+ صح +ة ليس +ت مهم +ة ل+ ال+ عيش .,1
8733,توفر ال+ هواتف ال+ محمول +ة ال+ راح +ة في ال+ حيا +ة .,لا تجلب ال+ هواتف ال+ محمول +ة ال+ راح +ة إلى ال+ حيا +ة,1
8734,ال+ أشجار لا غنى عن +ها ل+ ال+ بيئ +ة .,ال+ أشجار ليس +ت ضروري +ة ل+ ال+ بيئ +ة .,1
8735,تلعب ال+ معرف +ة دور +ا مهما في حيا +ت +نا .,ال+ معرف +ة ل+ +ها أهمي +ة قليل +ة في حيا +ت +نا .,1
8736,يجب أن يقرأ ال+ ناس ب+ شكل انتقائي .,لا يحتاج ال+ ناس إلى ال+ قراء +ة ب+ شكل انتقائي .,1
8737,ال+ بيئ +ة ليس +ت مهم +ة ل+ ال+ مطعم .,ال+ بيئ +ة مهم +ة جد +ا ل+ ال+ مطعم .,0
8738,تعاطي ال+ مخدر +ات أمر سيئ .,تعاطي ال+ مخدر +ات أمر جيد .,1
8739,ال+ مفرد +ات جزء مهم من تعلم ال+ لغ +ة ال+ إنجليزي +ة,ال+ مفرد +ات ليس +ت جزء +ا مهما من تعلم ال+ لغ +ة ال+ إنجليزي +ة,1
8740,مستوى ال+ راتب ليس معيار +ا مهما ل+ قياس ال+ وظيف +ة .,مستوى ال+ راتب هو معيار مهم ل+ قياس ال+ وظيف +ة .,0
8741,ال+ موارد ال+ مائي +ة ليس +ت مهم +ة ل+ ال+ ناس .,ال+ موارد ال+ مائي +ة مهم +ة جد +ا ل+ ال+ ناس .,0
8742,تناول كمي +ة مناسب +ة من ال+ فاكه +ة أمر سيء ب+ ال+ نسب +ة ل+ ال+ ناس .,تناول كمي +ة مناسب +ة من ال+ فاكه +ة أمر جيد ل+ ال+ ناس .,0
8743,ال+ كحول ضار ب+ جسم ال+ إنسان .,ال+ كحول ليس ضار +ا ب+ جسم ال+ إنسان .,1
8744,ال+ نوم ال+ كافي ل+ +ه تأثير ضئيل على ال+ صح +ة .,ال+ نوم ال+ كافي عامل مهم ل+ ال+ حفاظ على صح +ة جيد +ة .,0
8745,فقدان ال+ وزن ال+ مفرط غير صحي .,فقدان ال+ وزن ال+ مفرط ليس مشكل +ة كبير +ة .,1
8746,ال+ غير +ة ال+ مفرط +ة ليس +ت ب+ ال+ شيء ال+ جيد .,ال+ غير +ة ال+ مفرط +ة شيء جيد,1
8747,لا يجب أن يجذب ال+ احتباس ال+ حراري انتباه ال+ ناس,إن ال+ احتباس ال+ حراري يجب أن يجذب انتباه ال+ ناس,0
8748,شرب ال+ قهو +ة ضار ب+ صح +ة ال+ إنسان,شرب ال+ قهو +ة ليس ضار +ا ب+ صح +ة ال+ إنسان .,0
